Date : 2022-02-03 00:14:06
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/elisha
Total : 155 files,  8687 codes, 1965 comments, 1273 blanks, all 11925 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                         |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                                                   |          2 |         68 |          2 |          1 |         71 |
| lib                                                                                                                                                     |        103 |      6,362 |      1,773 |      1,053 |      9,188 |
| lib/src                                                                                                                                                 |        102 |      6,315 |      1,756 |      1,040 |      9,111 |
| lib/src/config                                                                                                                                          |          3 |        121 |         51 |         19 |        191 |
| lib/src/models                                                                                                                                          |         11 |        703 |        187 |        161 |      1,051 |
| lib/src/providers                                                                                                                                       |         20 |        137 |        341 |         97 |        575 |
| lib/src/repositories                                                                                                                                    |          6 |        675 |        113 |        147 |        935 |
| lib/src/services                                                                                                                                        |          7 |        363 |        125 |        115 |        603 |
| lib/src/ui                                                                                                                                              |         55 |      4,316 |        939 |        501 |      5,756 |
| lib/src/ui/components                                                                                                                                   |         14 |        941 |        239 |        115 |      1,295 |
| lib/src/ui/views                                                                                                                                        |         41 |      3,375 |        700 |        386 |      4,461 |
| lib/src/ui/views/bible_view                                                                                                                             |          3 |        854 |         53 |         73 |        980 |
| lib/src/ui/views/bible_view/components                                                                                                                  |          2 |        104 |         36 |         13 |        153 |
| lib/src/ui/views/bookmarked_chapter_view                                                                                                                |          2 |        134 |         34 |         16 |        184 |
| lib/src/ui/views/bookmarked_chapter_view/components                                                                                                     |          1 |         30 |         17 |          7 |         54 |
| lib/src/ui/views/bookmarked_chapters_view                                                                                                               |          3 |        184 |         51 |         21 |        256 |
| lib/src/ui/views/bookmarked_chapters_view/components                                                                                                    |          2 |         67 |         34 |         11 |        112 |
| lib/src/ui/views/church_view                                                                                                                            |          3 |        117 |         51 |         17 |        185 |
| lib/src/ui/views/church_view/components                                                                                                                 |          2 |         79 |         34 |         10 |        123 |
| lib/src/ui/views/daily_devotional_view                                                                                                                  |          2 |        103 |         34 |         13 |        150 |
| lib/src/ui/views/daily_devotional_view/components                                                                                                       |          1 |         11 |         17 |          4 |         32 |
| lib/src/ui/views/daily_readings_view                                                                                                                    |          2 |        149 |         34 |         16 |        199 |
| lib/src/ui/views/daily_readings_view/components                                                                                                         |          1 |         15 |         17 |          4 |         36 |
| lib/src/ui/views/favorite_verses_view                                                                                                                   |          3 |        173 |         51 |         29 |        253 |
| lib/src/ui/views/favorite_verses_view/components                                                                                                        |          2 |        115 |         34 |         20 |        169 |
| lib/src/ui/views/home_view                                                                                                                              |          2 |        118 |         34 |         19 |        171 |
| lib/src/ui/views/home_view/components                                                                                                                   |          1 |         35 |         17 |          8 |         60 |
| lib/src/ui/views/introduction_view                                                                                                                      |          4 |        456 |         68 |         40 |        564 |
| lib/src/ui/views/introduction_view/components                                                                                                           |          3 |         90 |         51 |         15 |        156 |
| lib/src/ui/views/profile_view                                                                                                                           |          7 |        257 |        119 |         39 |        415 |
| lib/src/ui/views/profile_view/components                                                                                                                |          6 |        198 |        102 |         32 |        332 |
| lib/src/ui/views/settings_view                                                                                                                          |          5 |        293 |         85 |         32 |        410 |
| lib/src/ui/views/settings_view/components                                                                                                               |          4 |        247 |         68 |         26 |        341 |
| lib/src/ui/views/sunday_mass_view                                                                                                                       |          2 |        178 |         35 |         25 |        238 |
| lib/src/ui/views/sunday_mass_view/components                                                                                                            |          1 |         12 |         17 |          4 |         33 |
| lib/src/ui/views/verse_of_the_day_view                                                                                                                  |          1 |        197 |         17 |         22 |        236 |
| scripts                                                                                                                                                 |          2 |         49 |         17 |         25 |         91 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                | language   | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-11-27_14-23-43/details.md                                             | Markdown   |        145 |          0 |          6 |        151 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-11-27_14-23-43/results.md                                             | Markdown   |         93 |          0 |          7 |        100 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-01_22-39-36/details.md                                             | Markdown   |        148 |          0 |          6 |        154 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-01_22-39-36/results.md                                             | Markdown   |         94 |          0 |          7 |        101 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-05_13-56-57/details.md                                             | Markdown   |        151 |          0 |          6 |        157 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2021-12-05_13-56-57/results.md                                             | Markdown   |         95 |          0 |          7 |        102 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/details.md                                             | Markdown   |        159 |          0 |          6 |        165 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/diff-details.md                                        | Markdown   |        159 |          0 |          6 |        165 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/diff.md                                                | Markdown   |         88 |          0 |          7 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/results.json                                           | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-01-31_01-22-21/results.md                                             | Markdown   |         88 |          0 |          7 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-02-01_00-26-37/details.md                                             | Markdown   |        162 |          0 |          6 |        168 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-02-01_00-26-37/diff-details.md                                        | Markdown   |         61 |          0 |          6 |         67 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-02-01_00-26-37/diff.md                                                | Markdown   |         44 |          0 |          7 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-02-01_00-26-37/results.json                                           | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/.vscodecounter/2022-02-01_00-26-37/results.md                                             | Markdown   |         88 |          0 |          7 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/README.md                                                                                 | Markdown   |         70 |          1 |         28 |         99 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/analysis_options.yaml                                                                     | YAML       |          3 |         23 |          3 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/build.gradle                                                                  | Groovy     |         52 |          3 |         11 |         66 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/google-services.json                                                          | JSON       |         47 |          0 |          0 |         47 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/debug/AndroidManifest.xml                                                 | XML        |          9 |          3 |          1 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/AndroidManifest.xml                                                  | XML        |         36 |         12 |          3 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night-v21/launch_background.xml                         | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-night/launch_background.xml                             | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable-v21/launch_background.xml                               | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/drawable/launch_background.xml                                   | XML        |          6 |          0 |          0 |          6 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values-night/styles.xml                                          | XML        |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/main/res/values/styles.xml                                                | XML        |         10 |          9 |          0 |         19 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/app/src/profile/AndroidManifest.xml                                               | XML        |          9 |          3 |          1 |         13 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/build.gradle                                                                      | Groovy     |         29 |          0 |          5 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle.properties                                                                 | Properties |          3 |          0 |          1 |          4 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/gradle/wrapper/gradle-wrapper.properties                                          | Properties |          5 |          1 |          1 |          7 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/android/settings.gradle                                                                   | Groovy     |          8 |          0 |          4 |         12 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/asv.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/bbe.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/kjv.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/web.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/backend/ylt.json                                                                          | JSON       |          1 |          0 |          0 |          1 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/firebase.json                                                                             | JSON       |         13 |          0 |          1 |         14 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_launcher_icons.yaml                                                               | YAML       |          4 |          0 |          1 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/flutter_native_splash.yaml                                                                | YAML       |          3 |         60 |         10 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/AppDelegate.swift                                                              | Swift      |         14 |          0 |          2 |         16 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                               | JSON       |        122 |          0 |          1 |        123 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchBackground.imageset/Contents.json                        | JSON       |         52 |          0 |          1 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                             | JSON       |         23 |          0 |          1 |         24 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                 | Markdown   |          3 |          0 |          2 |          5 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/LaunchScreen.storyboard                                             | XML        |         43 |          1 |          0 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Base.lproj/Main.storyboard                                                     | XML        |         25 |          1 |          1 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/ios/Runner/Runner-Bridging-Header.h                                                       | C++        |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/main.dart                                                                             | Dart       |         47 |         17 |         13 |         77 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/bottom_navigation_bar.dart                                                 | Dart       |         50 |         17 |          6 |         73 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/constants.dart                                                             | Dart       |         26 |         17 |          7 |         50 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/config/exceptions.dart                                                            | Dart       |         45 |         17 |          6 |         68 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/book.dart                                                                  | Dart       |         63 |         17 |         15 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/chapter.dart                                                               | Dart       |        101 |         17 |         26 |        144 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/daily_devotional.dart                                                      | Dart       |        100 |         17 |         25 |        142 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/daily_reading.dart                                                         | Dart       |         63 |         17 |         15 |         95 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/local_user.dart                                                            | Dart       |         55 |         17 |         13 |         85 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/reading.dart                                                               | Dart       |         47 |         17 |         12 |         76 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation.dart                                                           | Dart       |         61 |         17 |         13 |         91 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/translation_book_chapter.dart                                              | Dart       |         61 |         17 |         13 |         91 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/verse.dart                                                                 | Dart       |        103 |         17 |         20 |        140 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/youtube_channel.dart                                                       | Dart       |         29 |         17 |          5 |         51 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/models/youtube_video.dart                                                         | Dart       |         20 |         17 |          4 |         41 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/ad_state_provider.dart                                                  | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_books_provider.dart                                               | Dart       |         10 |         17 |          7 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_chapters_provider.dart                                            | Dart       |         12 |         17 |          7 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_repository_provider.dart                                          | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_service_provider.dart                                             | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_translations_provider.dart                                        | Dart       |          9 |         17 |          6 |         32 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/bible_verses_provider.dart                                              | Dart       |         13 |         17 |          8 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_devotional_service_provider.dart                                  | Dart       |          7 |         17 |          5 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_future_provider.dart                                     | Dart       |          7 |         17 |          5 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/daily_readings_service_provider.dart                                    | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/last_translation_book_chapter_provider.dart                             | Dart       |          7 |         17 |          4 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/local_user_repository_provider.dart                                     | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/reader_settings_repository_provider.dart                                | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/streaks_repository_provider.dart                                        | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/study_tools_repository_provider.dart                                    | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/sunday_mass_service_provider.dart                                       | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/verse_of_the_day_future_provider.dart                                   | Dart       |          7 |         17 |          5 |         29 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/verse_of_the_day_service_provider.dart                                  | Dart       |          6 |         17 |          4 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/youtube_fetch_channel_future_provider.dart                              | Dart       |          8 |         18 |          6 |         32 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/providers/youtube_service_provider.dart                                           | Dart       |          6 |         17 |          4 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/bible_repository.dart                                                | Dart       |        319 |         17 |         36 |        372 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/last_translation_book_chapter_repository.dart                        | Dart       |         53 |         20 |         19 |         92 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/local_user_repository.dart                                           | Dart       |         73 |         19 |         24 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/reader_settings_repository.dart                                      | Dart       |        100 |         21 |         23 |        144 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/streaks_repository.dart                                              | Dart       |         67 |         17 |         23 |        107 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/repositories/study_tools_repository.dart                                          | Dart       |         63 |         19 |         22 |        104 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/ad_state.dart                                                            | Dart       |         52 |         19 |         10 |         81 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/bible_service.dart                                                       | Dart       |        137 |         17 |         45 |        199 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_devotional_service.dart                                            | Dart       |         17 |         18 |          8 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_readings_service.dart                                              | Dart       |         44 |         17 |         15 |         76 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/sunday_mass_service.dart                                                 | Dart       |          5 |         17 |          4 |         26 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/verse_of_the_day_service.dart                                            | Dart       |         45 |         17 |         10 |         72 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/youtube_service.dart                                                     | Dart       |         63 |         20 |         23 |        106 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/bible_reader.dart                                                   | Dart       |         85 |         17 |         12 |        114 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/church_view_banner_ad_card.dart                                     | Dart       |         28 |         17 |          8 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/daily_devotional_card.dart                                          | Dart       |        138 |         17 |         10 |        165 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_body.dart                                                     | Dart       |         33 |         17 |          4 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_card.dart                                                     | Dart       |         22 |         17 |          4 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/home_view_banner_ad_card.dart                                       | Dart       |         28 |         17 |          8 |         53 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/loading_card.dart                                                   | Dart       |         39 |         17 |          4 |         60 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/show_favorite_verse_bottom_sheet.dart                               | Dart       |         85 |         17 |          9 |        111 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/something_went_wrong.dart                                           | Dart       |         30 |         18 |          4 |         52 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/streaks_card.dart                                                   | Dart       |         82 |         17 |          9 |        108 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/sunday_mass_card.dart                                               | Dart       |         92 |         17 |          7 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/terms_and_privacy_policy_text.dart                                  | Dart       |         33 |         17 |          4 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/unexpected_error.dart                                               | Dart       |         32 |         17 |          5 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/verse_of_the_day_card.dart                                          | Dart       |        214 |         17 |         27 |        258 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/bible_view.dart                                               | Dart       |        750 |         17 |         60 |        827 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/components/show_translations_bottom_sheet.dart                | Dart       |         58 |         17 |          4 |         79 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bible_view/components/translation_card.dart                              | Dart       |         46 |         19 |          9 |         74 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapter_view/bookmarked_chapter_view.dart                     | Dart       |        104 |         17 |          9 |        130 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapter_view/components/bookmarked_chapter_view_header.dart   | Dart       |         30 |         17 |          7 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapters_view/bookmarked_chapters_view.dart                   | Dart       |        117 |         17 |         10 |        144 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapters_view/components/bookmarked_chapter_card.dart         | Dart       |         42 |         17 |          7 |         66 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/bookmarked_chapters_view/components/bookmarked_chapters_view_header.dart | Dart       |         25 |         17 |          4 |         46 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/church_view/church_view.dart                                             | Dart       |         38 |         17 |          7 |         62 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/church_view/components/church_view_header.dart                           | Dart       |         12 |         17 |          4 |         33 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/church_view/components/daily_readings_card.dart                          | Dart       |         67 |         17 |          6 |         90 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/current_view.dart                                                        | Dart       |        129 |         17 |         13 |        159 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_devotional_view/components/daily_devotional_view_header.dart       | Dart       |         11 |         17 |          4 |         32 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_devotional_view/daily_devotional_view.dart                         | Dart       |         92 |         17 |          9 |        118 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_readings_view/components/daily_readings_view_header.dart           | Dart       |         15 |         17 |          4 |         36 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/daily_readings_view/daily_readings_view.dart                             | Dart       |        134 |         17 |         12 |        163 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/components/favorite_verse_card.dart                 | Dart       |         92 |         17 |         16 |        125 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/components/favorite_verses_view_header.dart         | Dart       |         23 |         17 |          4 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/favorite_verses_view/favorite_verses_view.dart                           | Dart       |         58 |         17 |          9 |         84 |
